"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 06 11:08:20 GMT 2022","Tue Sep 06 11:09:02 GMT 2022","42142","","Демонстрационный тест","","Верный ответ","","Верный ответ",""
"passed","Tue Sep 06 11:07:45 GMT 2022","Tue Sep 06 11:08:20 GMT 2022","35693","","Демонстрационный тест","","Верный ответ","","Верный ответ",""
"passed","Tue Sep 06 11:07:45 GMT 2022","Tue Sep 06 11:08:16 GMT 2022","31473","","Демонстрационный тест","","Неверный ответ","","Неверный ответ",""
"passed","Tue Sep 06 11:08:20 GMT 2022","Tue Sep 06 11:09:02 GMT 2022","41324","","Демонстрационный тест","","Неверный ответ","","Неверный ответ",""
