"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 07 08:09:14 GMT 2022","Wed Sep 07 08:09:53 GMT 2022","38585","","Демонстрационный тест","","Верный ответ","","Верный ответ",""
"passed","Wed Sep 07 08:08:35 GMT 2022","Wed Sep 07 08:09:12 GMT 2022","36296","","Демонстрационный тест","","Верный ответ","","Верный ответ",""
"passed","Wed Sep 07 08:08:35 GMT 2022","Wed Sep 07 08:09:14 GMT 2022","39061","","Демонстрационный тест","","Неверный ответ","","Неверный ответ",""
"passed","Wed Sep 07 08:09:14 GMT 2022","Wed Sep 07 08:09:52 GMT 2022","37495","","Демонстрационный тест","","Неверный ответ","","Неверный ответ",""
